Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),base_road,condition,lat,lon
,BANGARPUR CULVERT,,,11.83,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.3424117311594,90.7136761507246
,Doshpara Bridge,,,11.83,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.3424117311594,90.7136761507246
,Baburpar Bhangarpar Bridge,,,12.322,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.3429325016483,90.7181328692307
,BANGOR PAR BRIDGE 2,,,12.322,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.3429325016483,90.7181328692307
,POIL PARA,,,13.07,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3451618727015,90.7247172454031
Z1402-2,Matlab Dakhin(int.with Z1445)-Narayanpur (int.with Z1482),LRP010,3425,13.632,LRP019,1354,20.429,6.797,0.0,75.0,68.0,0.0,38.0,44.0,1.0,72.0,1364.0,31.0,20.0,40.0,0.0,1693.0,60.0,1753.0,1753.0,Z1402,,,
,DAGORPUR CULVERT,,,13.782,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.3469779217391,90.7311177043478
,TANARPAR DRIDGE,,,14.17,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.3486461193043,90.7328608702608
,DHORNAR PAR BOX CULVERT,,,15.076,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.348785013019,90.7413842666666
,WEST NAGDA RCC GIDER BRIDGE,,,15.843,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.3478546930131,90.74813140131
,Nagda Bridge,,,15.843,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3478546930131,90.74813140131
,SARKAR BARI RCC GIDER BRIDGE,,,16.376,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3471917798245,90.7525902864035
,Maddha Nagda Bridge,,,16.376,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.3471917798245,90.7525902864035
,NORTH NAGDA SLAB CULVERT,,,16.959,,,,,,,,,,,,,,,,,,,,,,Z1402,D,23.349955685464,90.7552901726795
,NORTH NAGTHA -2 RCC GIDER BRIDGE,,,17.429,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.3527784600706,90.7570552286219
,NAGDA BOX CULVERT,,,17.966,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3535416826815,90.7619257139664
,SOUTH GILATALI SLAB CULVERT,,,18.38,,,,,,,,,,,,,,,,,,,,,,Z1402,D,23.3557696915989,90.7635915127371
,Gilatoli Bridge,,,18.613,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3575545076923,90.7635191923077
,SOUTH GILATOLI -2 RCC GIDER BRIDGE,,,18.613,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.3575545076923,90.7635191923077
,MODDAH,,,18.92,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3594431360655,90.7644497095081
,NARAYANPUR,,,19.942,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3669407509,90.7672244246
Z1402-3,Narayanpur (int.with Z1482)-Pennai (int.with N1),LRP019,1354,20.429,LRPE,0,43.849,23.420,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1402,,,
,NARAYARPUR,,,20.628,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3720208771863,90.7693619285171
,Narayanpur Bridge,,,20.628,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.3720208771863,90.7693619285171
,PACH GORIA SLAB CULVERT,,,20.966,,,,,,,,,,,,,,,,,,,,,,Z1402,D,23.37470841,90.7690465613333
,NARAYANPUR,,,22.735,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.3890969183844,90.7690030072423
,ASHENPUR RCC GIDER BRIDGE,,,24.275,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.4004952878048,90.7649031365853
,ASHINPUR RCC GIDER BRIDGE,,,25.424,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.4035600552971,90.757433172093
,NAGAR SLAB CULVERT,,,26.494,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4100970041,90.7529631765
,NUIRGAR RCC GIDER BRIDGE,,,27.148,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.4156581538461,90.7522521384615
,KANACHOR BOX CULVERT,,,27.582,,,,,,,,,,,,,,,,,,,,,,Z1402,D,23.4192945588235,90.7514158617647
,KARIN CHAR SLAB CULVERT,,,27.678,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4200983894117,90.7512315558823
,RHANA CHYA SLAB CULVERT,,,27.84,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4214548535294,90.7509205397058
,GUDARAGAT PC GIDER BRIDGE,,,28.007,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4225826833333,90.7498516166666
,Gudargat Bridge,,,28.007,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4225826833333,90.7498516166666
,KAWADI BOX CULVERT,,,28.561,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.4270319316129,90.7490526890322
,SADAR KANDI BOX CULVERT,,,28.931,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.4302339658792,90.7486965522309
,SADAR DIA-2 BOX CULVERT,,,31.077,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.448665256,90.749238568
,PALOR BAZAR BOX CULVERT,,,31.58,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.4530659498039,90.7488427145098
,SHUMBURDIA BOX CULVERT,,,32.462,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4558946496801,90.7544769345415
,SUMVERDIA BOX CULVERT,,,32.684,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.4558577727272,90.7565269363636
,MIA BARI BOX CULVERT,,,33.334,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.4572535120643,90.7616316579088
,MIA BARI BOX CULVERT,,,33.613,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4582243085409,90.7633456601423
,Banggapul Bridge,,,34.267,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.460092753211,90.7673814201834
,BANGGAPUL RCC GIDER BRIDGE,,,34.267,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.460092753211,90.7673814201834
,NOSHIPUR BOX CULVERT,,,34.696,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.4617913660975,90.7696944012195
,NOVAR BOX CULVERT,,,35.286,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.4663218352777,90.7708627880555
,NODDA SLAB CULVERT,,,36.685,,,,,,,,,,,,,,,,,,,,,,Z1402,A,23.4773363684073,90.7744196428198
,Nodda Bridge,,,36.685,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.4773363684073,90.7744196428198
,NOWGA SLAB CULVERT,,,39.573,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.4948202948571,90.7827016611428
,BARIXANDI SLAB CULVERT,,,40.311,,,,,,,,,,,,,,,,,,,,,,Z1402,C,23.5006787418918,90.7822467022522
,ISAPUR BOX CULVERT,,,41.639,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.5116524212168,90.7823378722309
,ISAPUR BOX CULVERT,,,41.966,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.514473275598,90.7825595555024
,ISAPUR BOX CULVERT,,,42.262,,,,,,,,,,,,,,,,,,,,,,Z1402,B,23.5169900020066,90.7821673217391
,ISAPUR BOX CULVERT,,,42.97,,,,,,,,,,,,,,,,,,,,,,Z1402,D,23.5231152984238,90.7821816315236
Z1403-1,Nanupur-Harina,LRPS,0,0.0,LRPS,10100,10.1,10.100,0.0,0.0,122.0,0.0,0.0,42.0,0.0,51.0,1955.0,179.0,120.0,372.0,0.0,2349.0,492.0,2841.0,2841.0,Z1403,,,
,.,,,6.71,,,,,,,,,,,,,,,,,,,,,,Z1403,A,23.7241283303571,91.0094477654762
Z1405-1,Lakshmipur (Jamuna Cinema Hall)-South Temohoni(int.with R145),LRPS,0,0.0,LRPS,1552,1.552,1.552,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1405,,,
,COUNT BRIDGE CULVERT,,,0.01,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.9418885678571,90.8417109857142
,Banchonagar box culvert,,,1.198,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.9340713368421,90.8364338999999
Z1405-2,South Temohoni(int.with R145)-Bhabaniganj(int.with Z1429),LRPS,1552,1.552,LRP008,388,8.511,6.959,0.0,142.0,206.0,31.0,97.0,218.0,21.0,19.0,1530.0,610.0,303.0,338.0,0.0,2874.0,641.0,3515.0,3515.0,Z1405,,,
,SONGSARO BATH BOX CULVERT,,,3.435,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.9174901942675,90.8371893089171
,ABINNAGAR BOX CULVERT,,,4.928,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.9060335611956,90.8408182127174
,PEARAPUR BRIDGE,,,5.546,,,,,,,,,,,,,,,,,,,,,,Z1405,C,22.9030358409594,90.8451752509225
,Pearapur Bridge,,,5.546,,,,,,,,,,,,,,,,,,,,,,Z1405,C,22.9030358409594,90.8451752509225
,PEARPUR BOX CULVERT,,,6.186,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.9008472829046,90.8496043585476
Z1405-3,Bhabaniganj(int.with Z1429)-Mannan Nagar (int.with Z1424),LRP008,388,8.511,LRP067,458,66.4,57.889,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1405,,,
,CHOR MONSH BOX CULVERT,,,9.008,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.8805987140939,90.8592916367449
,TORAB,,,15.881,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.819988527828,90.8663167674208
,SHAID NAGAR BOX CULVERT,,,20.497,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7788020599593,90.8662285926829
,UTTOR JANGALIA,,,22.253,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7651740930731,90.8632263578536
,DAKHIN JANGAHL ROAD,,,23.877,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.751350275444,90.8664102151515
,Hajirhut Bridge,,,26.48,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7331116731707,90.8714861082926
,Hagir hat Bridge,,,26.48,,,,,,,,,,,,,,,,,,,,,,Z1405,C,22.7331116731707,90.8714861082926
,CHOR JALGALIA BOX CULVERT,,,27.339,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7304653790209,90.8779117153846
,JANGA LIA CULVERT,,,29.083,,,,,,,,,,,,,,,,,,,,,,Z1405,B,22.7273563351923,90.8940833182692
,HAJIPUR BOX CULVERT,,,30.105,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.725768479661,90.902676361171
,CHAK BAZAR BOX CULVERT,,,31.332,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7236980494023,90.9125844298804
,GHALA COPA BOX CULVERT,,,32.063,,,,,,,,,,,,,,,,,,,,,,Z1405,B,22.7209836674897,90.9165888093278
,CHARSITA SLUB CULVERT,,,33.707,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7070820036963,90.9151348556443
,Jantarpul Bridge,,,35.833,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.6898758667539,90.911541372513
,ARCH NAGAR CULVERT,,,35.833,,,,,,,,,,,,,,,,,,,,,,Z1405,C,22.6898758667539,90.911541372513
,BOX CULVERT,,,38.793,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.6638915135135,90.9107942864864
,ALANANDUR (2) BOX CULVERT,,,38.941,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.6626083135135,90.9108276264864
,ALAKZANDAR BOX CULVERT,,,40.058,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.6547589651595,90.9145321090425
,UTTAR CHARMEAR BOX CULVERT,,,45.419,,,,,,,,,,,,,,,,,,,,,,Z1405,C,22.6526235067796,90.9593179530408
,MORI MEMBER PULL,,,46.367,,,,,,,,,,,,,,,,,,,,,,Z1405,B,22.6580200097222,90.9661814017361
,Ajadnagar Bridge,,,51.682,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.6971013694,90.9935014204
,PURBO CHOLAGOPA BAILY,,,51.682,,,,,,,,,,,,,,,,,,,,,,Z1405,C,22.6971013694,90.9935014204
,Chauakhalir Bridge,,,55.196,,,,,,,,,,,,,,,,,,,,,,Z1405,B,22.7219933340222,91.0059902157392
,CHAIA KHLI BRIDGE,,,55.196,,,,,,,,,,,,,,,,,,,,,,Z1405,C,22.7219933340222,91.0059902157392
,GAHAG MARA BOX CULVERT,,,56.921,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7347164119402,91.015288541791
,OASHM SOLOGIA CULVERT,,,59.098,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7511895065989,91.0264120827411
,HANIFCHAIRMEN BAZAR,,,62.577,,,,,,,,,,,,,,,,,,,,,,Z1405,A,22.7802306599791,91.0382560948798
Z1405-4,Mannan Nagar (int.with Z1424)-Sonapur,LRP067,458,66.4,LRPE,0,71.689,5.289,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1405,,,
Z1407-1,Mudaffarganj-Chitoshi (int.with Z1430),LRPS,0,0.0,LRP012,877,12.973,12.973,0.0,32.0,75.0,0.0,1.0,24.0,7.0,12.0,795.0,124.0,97.0,110.0,0.0,1070.0,207.0,1277.0,1277.0,Z1407,,,
,CHIKONIA,,,1.618,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.256170194822,91.0428842841423
,Boro Baghuina Bridge,,,1.782,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.2547647180722,91.0427399759036
,CHIKONIYA BRIHE,,,1.782,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.2547647180722,91.0427399759036
,UIGPARA CULVERT,,,3.329,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.2420381917197,91.0369204
,RAZAPUR,,,5.087,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.2282155057971,91.0287533536231
,BAHYLAS BOX CULVERT,,,6.812,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.2145931443037,91.0208938164557
,Banlayesh Bridge,,,6.812,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.2145931443037,91.0208938164557
,BANNAYA,,,8.757,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.1999216045945,91.0113329135135
,Barnia Bridge,,,8.757,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.1999216045945,91.0113329135135
,BANNAYA BOX,,,9.641,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.1921562548543,91.0101428606796
Z1407-2,Chitoshi (int.with Z1430)-Paniwala (int.with Z1417),LRP012,877,12.973,LRP023,149,22.923,9.950,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1407,,,
,GARAY MOHDU,,,13.647,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.1628822461028,90.9960256859038
,KALOCHO BRODGE,,,14.367,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.1614031592715,90.9892418331125
,UGARIA,,,15.737,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.1579314389261,90.9765021563758
,NARAYANPUR SLAB CULVERT,,,17.213,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.1546453536,90.9630248952
,KHERIHOR BOX CULVERT,,,18.284,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.149499725,90.9542153
,NOROMPUR RCC GIDER BRIDGE,,,19.238,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.1445445828767,90.946761669178
,Norimpur Bridge,,,19.238,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.1445445828767,90.946761669178
,UTTAR BATTA RCC GIDER BRIDGE,,,21.077,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.1394819652631,90.93029769
,Nandiapara Bridge,,,21.077,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.1394819652631,90.93029769
,JOYDEBPUR RCC GIDER BRIDGE,,,22.791,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.1311668304347,90.9164118637681
,Joydebpur Bridge,,,22.791,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.1311668304347,90.9164118637681
Z1407-3,Paniwala (int.with Z1417)-Ramganj,LRP023,149,22.923,LRPE,0,29.513,6.590,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1407,,,
,DON RCC GIDER BRIDGE,,,23.653,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.1275798793409,90.9091887736375
,Akatton Bridge,,,23.653,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.1275798793409,90.9091887736375
,NOYAPARA BOX CULVERT,,,24.669,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.1226065296812,90.9009236320717
,Rajarampur Bridge,,,25.335,,,,,,,,,,,,,,,,,,,,,,Z1407,B,23.1189118189456,90.8958767398682
,RAZARAMPUR RCC GIDER BRIDGE,,,25.335,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.1189118189456,90.8958767398682
,Razarampur Bridge,,,26.201,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.1150034375,90.8890101125
,RAZARAMPUR RCC GIDER BRIDGE,,,26.201,,,,,,,,,,,,,,,,,,,,,,Z1407,D,23.1150034375,90.8890101125
,KATHURI BAZAR RCC GIDER BRIDGE,,,27.442,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.1145507252496,90.8771181005706
,Kalsana Bridge,,,27.442,,,,,,,,,,,,,,,,,,,,,,Z1407,C,23.1145507252496,90.8771181005706
,RAMGANI BOX CULVERT,,,28.76,,,,,,,,,,,,,,,,,,,,,,Z1407,A,23.110557553307,90.8656977026653
Z1411-1,Khajura-Barura,LRPS,0,0.0,LRP020,2305,19.71,19.710,0.0,24.0,97.0,0.0,0.0,20.0,0.0,5.0,624.0,398.0,766.0,330.0,5.0,1168.0,1101.0,2269.0,2269.0,Z1411,,,
,KHUJARBAI CULVERT,,,0.246,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.2650579057142,91.0064678357142
,KHAJURIA 2 CULVERT,,,0.907,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.27020804,91.0062055818181
,KHUJARIA 3,,,1.553,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.2735646926239,91.0029291037484
,PARUL CULVERT,,,2.373,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.2795258110236,91.0023566382677
,POIL GOCHA,,,3.189,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.2864369261261,91.0008548203603
,POIL GACHA,,,3.55,,,,,,,,,,,,,,,,,,,,,,Z1411,B,23.2890387279279,90.9997524369369
,HATURIA,,,4.491,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.2946248380769,91.0011740084615
,HATPUKURIA CULVERT,,,5.04,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.297644958162,91.0028497830713
,SHAPOLA BRIDGE,,,6.768,,,,,,,,,,,,,,,,,,,,,,Z1411,B,23.3125479186915,91.000320503271
,SHAPLOLA CULVERT,,,6.876,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.313751261194,91.0003660746268
,PARPATI BRIDGE,,,7.575,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3193644715773,90.9995532453869
,PALPARA CULVERT,,,7.782,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.320861306875,90.99955658875
,PALPARA CULVERT,,,7.966,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.322200442,90.9996013
,PALPARA 2,,,8.431,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3256582239999,90.99904577
,PAIR PATI BRIDGE,,,8.819,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3285999030588,90.9986780829411
,LALUA BOX CULVERT,,,9.765,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3334662875,91.0034062224999
,MONOHARPUR CULVERT,,,10.577,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3370886640277,91.0079918836111
,ASLODIA,,,11.788,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3454486037681,91.0108913376811
,Aslodia Bridge,,,11.947,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.346711227931,91.0111811151724
,ASLODIA[1],,,11.947,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.346711227931,91.0111811151724
,SHATPUR,,,12.285,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.3488806051724,91.0118771620689
,SHATPUR,,,12.48,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.3501321689655,91.0122787275862
,ASLODIA[2],,,12.741,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3503931937198,91.0144672690821
,ASLODIA[3],,,12.978,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3505242481081,91.0167647132432
,ASLODIA[4],,,13.211,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.3506729272972,91.0188985839189
,ASLODIA BOXCULVERT,,,13.479,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3508439402702,91.0213529931081
,SHAKPUR[1],,,14.035,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.3538888785714,91.0230945714285
,SHAKPURA[1],,,15.353,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.3581860302631,91.0321740085526
,SHAKPURA[2],,,15.538,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.358058272807,91.0339026438596
,SHAKPURA[3],,,15.908,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3580732567251,91.0372536321637
,BOMURI,,,16.392,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3598432428571,91.0397189357142
,BOMURI[1],,,16.531,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3607730677685,91.0400172433884
,BOMURI[2],,,16.891,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3638821044321,91.0402472265928
,BOMORI,,,16.992,,,,,,,,,,,,,,,,,,,,,,Z1411,C,23.3647758285318,91.0403171711911
,KAMANDA,,,17.572,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3676137906521,91.04334519
,KAMANDA,,,18.18,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.37264745,91.0439348166666
,KAMANDA,,,18.38,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3744170055555,91.0440171129629
,BARORA,,,19.159,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.3758535085937,91.050943528125
,BARORA,,,19.276,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.376016010625,91.0520201475
,Borora Bridge,,,19.492,,,,,,,,,,,,,,,,,,,,,,Z1411,A,23.375780774754,91.0541969675409
,BARORA,,,19.492,,,,,,,,,,,,,,,,,,,,,,Z1411,B,23.3741944444444,91.0561388888888
Z1412-1,Chandpur-Nanupur (int.with R140),LRPS,0,0.0,LRPS,2529,2.529,2.529,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1412,,,
,SHAND PUR CULVERT,,,0.682,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.2107597846153,90.6730166030769
,CHANDPUR BOX CULVERT,,,0.862,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.2098013442477,90.6744069168141
Z1412-2,Nanupur(int.with R140)-Ramganj,LRPS,2529,2.529,LRPE,0,30.58,28.051,0.0,2.0,138.0,0.0,1.0,47.0,0.0,18.0,1681.0,349.0,311.0,139.0,1.0,2236.0,451.0,2687.0,2687.0,Z1412,,,
,GASTALA RCC GIDER BRIDGE,,,4.195,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.206057561021,90.7045976946515
,Molla Barir Bridge,,,4.195,,,,,,,,,,,,,,,,,,,,,,Z1412,C,23.206057561021,90.7045976946515
,CHARBAGAD PUM HOUX,,,5.465,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.2098379654,90.7148546165
,Chandpur Pamp House Bridge,,,5.465,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.2098379654,90.7148546165
,KHARKH,,,10.625,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.2075290718,90.7625629181
,KUSNOPUR,,,11.645,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.2097924262999,90.7717608684
,BOBLA,,,12.749,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.2081863361,90.7822121187
,KHORKHAI,,,13.381,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.207363845,90.78809066
,KHORKHA,,,14.061,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.205172749,90.794342852
,BAYCHATALA SWITCH GET,,,23.086,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.1531319973614,90.8489734543535
,CHAKLA SUB MARAGE,,,26.438,,,,,,,,,,,,,,,,,,,,,,Z1412,A,23.1303762439999,90.8582106448
Z1413-1,Char Alaxander-Ramgati,LRPS,0,0.0,LRP012,1680,13.348,13.348,0.0,0.0,106.0,0.0,0.0,50.0,0.0,0.0,807.0,457.0,210.0,240.0,0.0,1420.0,450.0,1870.0,1870.0,Z1413,,,
,MOULAVIKANDI CULVERT,,,0.973,,,,,,,,,,,,,,,,,,,,,,Z1413,D,22.6435783036612,90.9255317227312
,MOULAVI KANDI BOX CULVERT,,,1.368,,,,,,,,,,,,,,,,,,,,,,Z1413,A,22.6412403258719,90.9279782895367
,SHEBA GROM SUBMARAGE,,,1.816,,,,,,,,,,,,,,,,,,,,,,Z1413,A,22.6385886447336,90.9307531298629
,GABZOLI BAZAR,,,5.285,,,,,,,,,,,,,,,,,,,,,,Z1413,C,22.6180558727051,90.952239560871
,CHAR ALGI BOX CULVERT,,,6.098,,,,,,,,,,,,,,,,,,,,,,Z1413,A,22.6143333,90.9578056
,CHAR RUMIES,,,8.387,,,,,,,,,,,,,,,,,,,,,,Z1413,D,22.6066286882438,90.974651797968
,CHAR URMIS BOX CULVERT,,,9.103,,,,,,,,,,,,,,,,,,,,,,Z1413,A,22.6029667145833,90.9791882385416
,BONOKHARI CULVERT,,,11.732,,,,,,,,,,,,,,,,,,,,,,Z1413,D,22.589235490196,90.9902000941176
,RAMGATI SLAB SUBMAGRE,,,12.707,,,,,,,,,,,,,,,,,,,,,,Z1413,A,22.5865833333333,90.9989722222222
Z1414-1,Sawsan Ghat-Mudaffarganj,LRPS,0,0.0,LRP003,5200,8.02,8.020,22.0,208.0,249.0,53.0,0.0,64.0,6.0,20.0,1527.0,682.0,310.0,247.0,0.0,2831.0,557.0,3388.0,3388.0,Z1414,,,
,MISRI BOX CULVERT,,,0.077,,,,,,,,,,,,,,,,,,,,,,Z1414,B,23.26414202375,91.12250076375
,Shamespur Baily Bridge,,,0.705,,,,,,,,,,,,,,,,,,,,,,Z1414,A,23.2640013207607,91.1163916673534
,SHAMESPUR BAILEY WITH STEEL DECK,,,0.705,,,,,,,,,,,,,,,,,,,,,,Z1414,C,23.2640013207607,91.1163916673534
,MISRI SLAB CULVERT,,,5.398,,,,,,,,,,,,,,,,,,,,,,Z1414,B,23.266091350625,91.0711191128125
